Symbol,Name,Country,IPO Year,Sector,Industry
AACG,ATA Creativity Global American Depositary Shares,China,,Miscellaneous,Service to the Health Industry
AACQ,Artius Acquisition Inc. Class A Common Stock,United States,2020,Finance,Business Services
AACQU,Artius Acquisition Inc. Unit ,United States,2020,Finance,Business Services
AACQW,Artius Acquisition Inc Warrant,United States,2020,Finance,Business Services
AAL,American Airlines Group Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
AAME,Atlantic American Corporation Common Stock,United States,,Finance,Life Insurance
AAOI,Applied Optoelectronics Inc. Common Stock,United States,2013,Technology,Semiconductors
AAON,AAON Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
AAPL,Apple Inc. Common Stock,United States,1980,Technology,Computer Manufacturing
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,United States,,Transportation,Transportation Services
ABCB,Ameris Bancorp Common Stock,United States,1994,Finance,Major Banks
ABCL,AbCellera Biologics Inc. Common Shares,Canada,2020,,
ABCM,Abcam plc American Depositary Shares,United Kingdom,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABEO,Abeona Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,United States,2021,Finance,Business Services
ABIO,ARCA biopharma Inc. Common Stock,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ABMD,ABIOMED Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
ABNB,Airbnb Inc. Class A Common Stock,United States,2020,Capital Goods,Industrial Machinery/Components
ABST,Absolute Software Corporation Common Stock,Canada,2020,,
ABTX,Allegiance Bancshares Inc. Common Stock,United States,2015,Finance,Major Banks
ABUS,Arbutus Biopharma Corporation Common Stock,Canada,,,
ACAC,Acies Acquisition Corp. Class A Ordinary Share,United States,2020,Finance,Business Services
ACACU,Acies Acquisition Corp. Unit,United States,2020,Finance,Business Services
ACACW,Acies Acquisition Corp. Warrant,United States,2020,Finance,Business Services
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,United States,2004,Health Care,Major Pharmaceuticals
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,United States,2021,,
ACAHU,Atlantic Coastal Acquisition Corp. Unit,United States,2021,,
ACAHW,Atlantic Coastal Acquisition Corp. Warrant,United States,2021,,
ACBAU,Ace Global Business Acquisition Limited Unit,Hong Kong,2021,,
ACBI,Atlantic Capital Bancshares Inc. Common Stock,United States,,Finance,Major Banks
ACCD,Accolade Inc. Common Stock,United States,2020,,
ACER,Acer Therapeutics Inc. Common Stock (DE),United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACET,Adicet Bio Inc. Common Stock ,United States,2018,Health Care,Major Pharmaceuticals
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,United States,2020,Technology,Semiconductors
ACEVU,ACE Convergence Acquisition Corp. Unit,United States,2020,Technology,Semiconductors
ACEVW,ACE Convergence Acquisition Corp. Warrant,United States,2020,Technology,Semiconductors
ACGL,Arch Capital Group Ltd. Common Stock,Bermuda,,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,Bermuda,,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,Bermuda,,Finance,Property-Casualty Insurers
ACHC,Acadia Healthcare Company Inc. Common Stock,United States,,Health Care,Hospital/Nursing Management
ACHL,Achilles Therapeutics plc American Depositary Shares,United Kingdom,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACHV,Achieve Life Sciences Inc. Common Shares,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACIU,AC Immune SA Common Stock,Switzerland,2016,Health Care,Major Pharmaceuticals
ACIW,ACI Worldwide Inc. Common Stock,United States,,Technology,EDP Services
ACKIT,Ackrell SPAC Partners I Co. Subunits,United States,2021,,
ACKIU,Ackrell SPAC Partners I Co. Units,United States,2020,,
ACKIW,Ackrell SPAC Partners I Co. Warrants,United States,2021,Finance,Business Services
ACLS,Axcelis Technologies Inc. Common Stock,United States,2000,Technology,Industrial Machinery/Components
ACMR,ACM Research Inc. Class A Common Stock,United States,2017,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation Common Stock,United States,,Finance,Major Banks
ACOR,Acorda Therapeutics Inc. Common Stock,United States,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACQRU,Independence Holdings Corp. Units,United States,2021,Finance,Business Services
ACRS,Aclaris Therapeutics Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,United States,2011,Consumer Durables,Specialty Chemicals
ACST,Acasti Pharma Inc. Class A Common Stock,Canada,,,
ACTC,ArcLight Clean Transition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
ACTCU,ArcLight Clean Transition Corp. Unit,United States,2020,Finance,Business Services
ACTCW,ArcLight Clean Transition Corp. Warrant,United States,2020,Finance,Business Services
ACTDU,ArcLight Clean Transition Corp. II Unit,United States,2021,,
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,United States,,Miscellaneous,Multi-Sector Companies
ACVA,ACV Auctions Inc. Class A Common Stock,United States,2021,Technology,EDP Services
ADAG,Adagene Inc. American Depositary Shares,China,2021,Health Care,Major Pharmaceuticals
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,United Kingdom,2015,Health Care,Major Pharmaceuticals
ADBE,Adobe Inc. Common Stock,United States,1986,Technology,Computer Software: Prepackaged Software
ADER,26 Capital Acquisition Corp. Class A Common Stock,United States,2021,,
ADERU,26 Capital Acquisition Corp. Unit,United States,2021,,
ADERW,26 Capital Acquisition Corp. Warrant,United States,2021,Finance,Business Services
ADES,Advanced Emissions Solutions Inc. Common Stock,United States,,Basic Industries,Industrial Specialties
ADI,Analog Devices Inc. Common Stock,United States,,Technology,Semiconductors
ADIL,Adial Pharmaceuticals Inc Common Stock,United States,2018,Health Care,Major Pharmaceuticals
ADILW,Adial Pharmaceuticals Inc Warrant,United States,2018,,
ADMA,ADMA Biologics Inc Common Stock,United States,,Health Care,Major Pharmaceuticals
ADMP,Adamis Pharmaceuticals Corporation Common Stock,United States,,Health Care,Major Pharmaceuticals
ADMS,Adamas Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
ADN,Advent Technologies Holdings Inc. Class A Common Stock,United States,2018,,
ADNWW,Advent Technologies Holdings Inc. Warrant,United States,2018,,
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,United States,2020,Finance,Business Services
ADOCR,Edoc Acquisition Corp. Right,United States,2020,Finance,Business Services
ADOCW,Edoc Acquisition Corp. Warrant,United States,2020,Finance,Business Services
ADP,Automatic Data Processing Inc. Common Stock,United States,,Miscellaneous,Business Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADSK,Autodesk Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
ADTN,ADTRAN Inc. Common Stock,United States,1994,Capital Goods,Telecommunications Equipment
ADTX,ADiTx Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
ADUS,Addus HomeCare Corporation Common Stock,United States,2009,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,United States,2019,Technology,Advertising
ADVM,Adverum Biotechnologies Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
ADVWW,Advantage Solutions Inc. Warrant,United States,2019,Technology,Advertising
ADXN,Addex Therapeutics Ltd American Depositary Shares,Switzerland,,Health Care,Major Pharmaceuticals
ADXS,Advaxis Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,United States,2021,Finance,Business Services
AEACU,Authentic Equity Acquisition Corp. Unit,United States,2021,Finance,Business Services
AEACW,Authentic Equity Acquisition Corp. Warrant,United States,2021,Finance,Business Services
AEGN,Aegion Corp Common Stock,United States,,Basic Industries,Water Supply
AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),China,,Capital Goods,Building Products
AEHR,Aehr Test Systems Common Stock,United States,1997,Capital Goods,Electrical Products
AEI,Alset EHome International Inc. Common Stock,United States,2020,Consumer Services,Building operators
AEIS,Advanced Energy Industries Inc. Common Stock,United States,1995,Consumer Durables,Electrical Products
AEMD,Aethlon Medical Inc. Common Stock,United States,,Miscellaneous,Diversified Commercial Services
AEP,American Electric Power Company Inc. Common Stock,United States,,Public Utilities,Electric Utilities: Central
AEPPL,American Electric Power Company Inc. Corporate Unit,United States,,Public Utilities,Electric Utilities: Central
AEPPZ,American Electric Power Company Inc. Corporate Units,United States,,Public Utilities,Electric Utilities: Central
AERI,Aerie Pharmaceuticals Inc. Common Stock,United States,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AESE,Allied Esports Entertainment Inc. Common Stock,United States,2017,Consumer Services,Television Services
AEY,ADDvantage Technologies Group Inc. Common Stock,United States,,Capital Goods,Recreational Products/Toys
AEYE,AudioEye Inc. Common Stock,United States,,Technology,EDP Services
AEZS,Aeterna Zentaris Inc. Common Stock,Canada,,,
AFAQU,AF Acquisition Corp. Units,United States,2021,,
AFBI,Affinity Bancshares Inc. Common Stock (MD),United States,2017,Finance,Major Banks
AFCG,AFC Gamma Inc. Common Stock,United States,2021,Consumer Services,Real Estate Investment Trusts
AFIB,Acutus Medical Inc. Common Stock,United States,2020,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AFIN,American Finance Trust Inc. Class A Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
AFINO,American Finance Trust Inc. 7.375% Series C Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AFINP,American Finance Trust Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AFMD,Affimed N.V.,Germany,2014,Health Care,Major Pharmaceuticals
AFRM,Affirm Holdings Inc. Class A Common Stock,United States,2021,Technology,EDP Services
AFYA,Afya Limited Class A Common Shares,Brazil,2019,Consumer Services,Other Consumer Services
AGBA,AGBA Acquisition Limited Ordinary Share,Hong Kong,2019,Finance,Business Services
AGBAR,AGBA Acquisition Limited Right,Hong Kong,2019,Finance,Business Services
AGBAW,AGBA Acquisition Limited Warrant,Hong Kong,2019,Finance,Business Services
AGC,Altimeter Growth Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
AGCUU,Altimeter Growth Corp. Unit,United States,2020,Finance,Business Services
AGCWW,Altimeter Growth Corp. Warrant,United States,2020,Finance,Business Services
AGEN,Agenus Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFS,AgroFresh Solutions Inc. Common Stock,United States,2014,,
AGFY,Agrify Corporation Common Stock,United States,2021,Finance,Diversified Commercial Services
AGGRU,Agile Growth Corp. Units,United States,2021,Finance,Business Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
AGLE,Aeglea BioTherapeutics Inc. Common Stock,United States,2016,Health Care,Major Pharmaceuticals
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,Hong Kong,2018,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,United States,2008,Consumer Services,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Real Estate Investment Trusts
AGRX,Agile Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
AGTC,Applied Genetic Technologies Corporation Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGYS,Agilysys Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
AHAC,Alpha Healthcare Acquisition Corp. Class A Common Stock,United States,2020,,
AHACU,Alpha Healthcare Acquisition Corp. Unit,United States,2020,,
AHACW,Alpha Healthcare Acquisition Corp. Warrant,United States,2020,Finance,Business Services
AHCO,AdaptHealth Corp. Class A Common Stock,United States,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHPI,Allied Healthcare Products Inc. Common Stock,United States,1992,Health Care,Industrial Specialties
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,China,2019,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,China,2018,Finance,Finance: Consumer Services
AIKI,AIkido Pharma Inc. Common Stock,United States,,Consumer Durables,Specialty Chemicals
AIMC,Altra Industrial Motion Corp. Common Stock,United States,2006,Capital Goods,Industrial Machinery/Components
AINV,Apollo Investment Corporation Common Stock,United States,2004,Finance,Finance/Investors Services
AIRG,Airgain Inc. Common Stock,United States,2016,Technology,Radio And Television Broadcasting And Communications Equipment
AIRT,Air T Inc. Common Stock,United States,,Transportation,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,United States,,Transportation,Air Freight/Delivery Services
AIRTW,Air T Inc. Air T Funding Warrants to Purchase Alpha Income Trust Preferred Expiring 08/30/2021,United States,,Transportation,Air Freight/Delivery Services
AKAM,Akamai Technologies Inc. Common Stock,United States,1999,Miscellaneous,Business Services
AKBA,Akebia Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
AKICU,Sports Ventures Acquisition Corp. Unit,United States,2021,Finance,Business Services
AKICW,Sports Ventures Acquisition Corp. Warrant,United States,2021,Finance,Business Services
AKRO,Akero Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
AKTS,Akoustis Technologies Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADR (0.01 USD),United Kingdom,,Health Care,Major Pharmaceuticals
AKU,Akumin Inc. Common Shares,Canada,,,
AKUS,Akouos Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
AKYA,Akoya BioSciences Inc. Common Stock,United States,2021,Capital Goods,Medical Specialities
ALAC,Alberton Acquisition Corporation Ordinary Shares,Hong Kong,2018,Finance,Business Services
ALACR,Alberton Acquisition Corporation Rights exp April 26 2021,Hong Kong,2018,,
ALACW,Alberton Acquisition Corporation Warrant,Hong Kong,2018,,
ALBO,Albireo Pharma Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ALCO,Alico Inc. Common Stock,United States,,,
ALDX,Aldeyra Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
ALEC,Alector Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
ALF,ALFI Inc. Common Stock,United States,2021,Technology,EDP Services
ALFIW,ALFI Inc. Warrant,United States,2021,,
ALGM,Allegro MicroSystems Inc. Common Stock,United States,2020,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,United States,2001,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
ALGT,Allegiant Travel Company Common Stock,United States,2006,Transportation,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,United States,2021,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,United States,2010,Health Care,Major Pharmaceuticals
ALJJ,ALJ Regional Holdings Inc. Common Stock,United States,,Miscellaneous,Business Services
ALKS,Alkermes plc Ordinary Shares,Ireland,1991,Health Care,Major Pharmaceuticals
ALKT,Alkami Technology Inc. Common Stock,United States,2021,Technology,EDP Services
ALLK,Allakos Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
ALLO,Allogene Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,Israel,2006,Public Utilities,Telecommunications Equipment
ALNA,Allena Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,2004,Health Care,Major Pharmaceuticals
ALOT,AstroNova Inc. Common Stock,United States,1983,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
ALRM,Alarm.com Holdings Inc. Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
ALRS,Alerus Financial Corporation Common Stock,United States,2019,Finance,Commercial Banks
ALSK,Alaska Communications Systems Group Inc. Common Stock,United States,1999,Public Utilities,Telecommunications Equipment
ALT,Altimmune Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ALTA,Altabancorp Common Stock,United States,2015,Finance,Major Banks
ALTM,Altus Midstream Company Class A Common Stock,United States,2017,Energy,Oil & Gas Production
ALTO,Alto Ingredients Inc. Common Stock,United States,,Basic Industries,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,United States,2021,,
ALTUU,Altitude Acquisition Corp. Unit,United States,2020,,
ALTUW,Altitude Acquisition Corp. Warrant,United States,2021,Finance,Business Services
ALVR,AlloVir Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
ALXN,Alexion Pharmaceuticals Inc. Common Stock,United States,1996,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,Canada,,,
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,2018,Finance,Commercial Banks
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,United States,2021,Finance,Business Services
AMAOU,American Acquisition Opportunity Inc. Units,United States,2021,,
AMAOW,American Acquisition Opportunity Inc. Warrant,United States,2021,Finance,Business Services
AMAT,Applied Materials Inc. Common Stock,United States,1972,Capital Goods,Industrial Machinery/Components
AMBA,Ambarella Inc. Ordinary Shares,United States,2012,Technology,Semiconductors
AMCX,AMC Networks Inc. Class A Common Stock,United States,,Consumer Services,Broadcasting
AMD,Advanced Micro Devices Inc. Common Stock,United States,,Technology,Semiconductors
AMED,Amedisys Inc Common Stock,United States,,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,United States,,Health Care,Managed Health Care
AMGN,Amgen Inc. Common Stock,United States,1983,Health Care,Major Pharmaceuticals
AMHC,Amplitude Healthcare Acquisition Corporation Class A Common Stock,United States,1991,,
AMHCU,Amplitude Healthcare Acquisition Corporation Unit,United States,2019,,
AMHCW,Amplitude Healthcare Acquisition Corporation Warrants,United States,2020,Finance,Business Services
AMKR,Amkor Technology Inc. Common Stock,United States,1998,Technology,Semiconductors
AMNB,American National Bankshares Inc. Common Stock,United States,,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,United States,,Capital Goods,Electrical Products
AMPG,Amplitech Group Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,United States,,Capital Goods,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
AMRB,American River Bankshares Common Stock,United States,,Finance,Major Banks
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,Ireland,,Health Care,Major Pharmaceuticals
AMRS,Amyris Inc. Common Stock,United States,2010,Basic Industries,Industrial Specialties
AMSC,American Superconductor Corporation Common Stock,United States,1991,Capital Goods,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,United States,2005,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,,Technology,Computer Software: Prepackaged Software
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,,Finance,Major Banks
AMTBB,Amerant Bancorp Inc. Class B Common Stock,United States,,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
AMTX,Aemetis Inc. Common Stock,United States,,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation Common Stock,United States,1986,Consumer Durables,Building Products
AMYT,Amryt Pharma plc American Depositary Shares,United Kingdom,,Health Care,Major Pharmaceuticals
AMZN,Amazon.com Inc. Common Stock,United States,1997,Consumer Services,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
ANAT,American National Group Inc. Common Stock,United States,,Finance,Life Insurance
ANDA,Andina Acquisition Corp. III Ordinary Shares,United States,2019,Finance,Business Services
ANDAR,Andina Acquisition Corp. III Right,United States,2019,,
ANDAU,Andina Acquisition Corp. III Unit,United States,2019,Finance,Business Services
ANDAW,Andina Acquisition Corp. III Warrant,United States,2019,,
ANDE,Andersons Inc. (The) Common Stock,United States,,Consumer Non-Durables,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
ANGI,Angi Inc. Class A Common Stock,United States,,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
ANGO,AngioDynamics Inc. Common Stock,United States,2004,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,United States,,Health Care,Medical Specialities
ANNX,Annexon Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,China,2020,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,United States,1996,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,,Technology,Advertising
ANY,Sphere 3D Corp. Common Shares,Canada,,,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,United States,2021,,
ANZUU,Anzu Special Acquisition Corp I Units,United States,2021,,
ANZUW,Anzu Special Acquisition Corp I Warrant,United States,2021,,
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,2010,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,,
APA,APA Corporation Common Stock,United States,,Energy,Oil & Gas Production
APDN,Applied DNA Sciences Inc. Common Stock,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,United States,2007,Miscellaneous,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,United States,,Health Care,Industrial Specialties
API,Agora Inc. American Depositary Shares,China,2020,Technology,Computer Software: Prepackaged Software
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
APLT,Applied Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong,2018,Health Care,Major Pharmaceuticals
APOG,Apogee Enterprises Inc. Common Stock,United States,,,
APOP,Cellect Biotechnology Ltd. American Depositary Shares,Israel,2016,Health Care,Medical/Dental Instruments
APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,Israel,2016,,
APP,Applovin Corporation Class A Common Stock,United States,2021,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,United States,2015,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,United States,2020,,
APPHW,AppHarvest Inc. Warrants,United States,2020,,
APPN,Appian Corporation Class A Common Stock,United States,2017,Technology,EDP Services
APPS,Digital Turbine Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
APR,Apria Inc. Common Stock,United States,2021,Health Care,Medical/Dental Instruments
APRE,Aprea Therapeutics Inc. Common stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTO,Aptose Biosciences Inc. Common Shares,Canada,,,
APTX,Aptinyx Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan,,Basic Industries,Telecommunications Equipment
APXT,Apex Technology Acquisition Corporation Class A Common Stock,United States,2019,,
APXTU,Apex Technology Acquisition Corporation Unit,United States,2019,,
APXTW,Apex Technology Acquisition Corporation Warrant,United States,2019,,
APYX,Apyx Medical Corporation Common Stock,United States,,Health Care,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,United States,,,
AQMS,Aqua Metals Inc. Common Stock,United States,2015,Public Utilities,Environmental Services
AQST,Aquestive Therapeutics Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
ARAV,Aravive Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
ARAY,Accuray Incorporated Common Stock,United States,2007,Health Care,Medical/Dental Instruments
ARBG,Aequi Acquisition Corp. Class A Common Stock,United States,2021,,
ARBGU,Aequi Acquisition Corp. Unit,United States,2020,,
ARBGW,Aequi Acquisition Corp. warrants,United States,2021,Finance,Business Services
ARCB,ArcBest Corporation Common Stock,United States,,Transportation,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,United States,2004,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,Brazil,2018,Miscellaneous,Service to the Health Industry
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel,2013,Health Care,Major Pharmaceuticals
ARDS,Aridis Pharmaceuticals Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
ARDX,Ardelyx Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
AREC,American Resources Corporation Class A Common Stock,United States,,,
ARGX,argenx SE American Depositary Shares,Netherlands,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARKO,ARKO Corp. Common Stock,United States,,Consumer Services,Food Chains
ARKOW,ARKO Corp. Warrant,United States,,Consumer Services,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,United States,,Consumer Services,Restaurants
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,United States,1999,Energy,Coal Mining
ARNA,Arena Pharmaceuticals Inc. Common Stock,United States,2000,Health Care,Major Pharmaceuticals
AROW,Arrow Financial Corporation Common Stock,United States,,Finance,Major Banks
ARPO,Aerpio Pharmaceuticals Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
ARQT,Arcutis Biotherapeutics Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
ARRW,Arrowroot Acquisition Corp. Class A common stock,United States,2021,,
ARRWU,Arrowroot Acquisition Corp. Unit,United States,2021,,
